"","CS","TS","Y1","Y2","Y3","Z_1_1","Z_2_1","Z_1_2","Z_2_2","Z_1_3","Z_2_3","U_1_1","U_1_2","U_1_3"
"125","cs_2",45,0.15487734389544,0.212869206006954,0.632253450097605,0.420201162950451,1.19621598595965,-1.15356128696088,-1.10047088885648,0.202768841572601,-3.59913982651837,-1.17600541004894,-51.3638448053324,-2.27093221995537
"126","cs_2",46,0.0465004881056594,0.131724299828633,0.821775212065708,0.453104772013078,1.08079206359736,-1.17706394502578,-1.13225505963638,0.111044043415624,-3.69819126847795,-1.23975905031594,-51.4378998692845,-2.27939064154531
"127","cs_2",47,0.415489199131338,0.347199964919398,0.237310835949264,0.406145074165222,1.20445972152061,-1.17748493605607,-1.286651386509,0.109623403925646,-3.50554567766704,-1.15281762580981,-51.4508098541008,-2.31582341522473
"128","cs_2",48,0.272155029782861,0.165550900449711,0.562294069767428,0.45850551225826,1.16238645178161,-1.20377406331165,-1.1567078757192,0.113769338163895,-3.64964658556632,-1.08112100047729,-51.4190700765953,-2.23543877313948
"129","cs_2",49,0.266822729129988,0.372877279511114,0.360299991358898,0.438556419047308,1.11462637969275,-1.09248005029638,-1.25108773983445,0.17445483435934,-3.58578196403153,-1.11406174899163,-51.3892078498821,-2.23469544383525
"130","cs_2",50,0.264209390857919,0.143697990942435,0.592092618199646,0.348731441111254,1.20396793424479,-1.19919741122365,-1.07529533585094,0.179388912050012,-3.62174537453145,-1.12510530392068,-51.3235042536718,-2.22580386036353
"131","cs_2",51,0.374974169693393,0.335162181179749,0.289863649126858,0.343689732195118,1.09225184871793,-1.15832115526883,-1.13823762908318,0.197940170033431,-3.66647706328358,-1.08798716822437,-51.3069689376964,-2.21361100638728
"132","cs_2",52,0.0876070082954951,0.368963444355549,0.543429547348956,0.446148956404457,1.07608691723374,-1.16297295384653,-1.17845177993729,0.139363620821765,-3.64305363713458,-1.18574953589341,-51.3703675715624,-2.30232892509252
"133","cs_2",53,0.198912600061689,0.603106943409872,0.197980456528439,0.387107186114825,1.0800566693641,-1.13226397744741,-1.16297454353976,0.175845391121307,-3.60134628220357,-1.11069000427076,-51.367262063555,-2.30023493052181
"134","cs_2",54,0.637822884333434,0.1211512402427,0.241025875423866,0.445733884664912,1.16151229553513,-1.14625419832977,-1.1870124599369,0.197292863308955,-3.50492157682461,-1.17652874462731,-51.3985238888716,-2.26394993567181
"135","cs_2",55,0.204231847174085,0.227926509095657,0.567841643730259,0.435794941442149,1.16131988331051,-1.28901923226761,-1.07008986066303,0.148840235806697,-3.6345774528836,-1.14713625452024,-51.383938990487,-2.24550678686881
"136","cs_2",56,0.23520838954963,0.365762988414932,0.399028622035438,0.442562994097411,1.17116446930175,-1.04710497736552,-1.21857672276567,0.100631622894513,-3.62099831938521,-1.03645119787136,-51.4565689377448,-2.29399214350764
"137","cs_2",57,0.398199965804489,0.0943717134793666,0.507428320716144,0.316267628944753,1.13175582663523,-1.14503156388317,-1.09475887044409,0.138327367402429,-3.50825652453765,-1.0987027440529,-51.3718449582449,-2.29817807611642
"138","cs_2",58,0.407434815561351,0.354583185726304,0.237981998712345,0.42032389740606,1.17543045483561,-1.08671168662506,-1.09969255474242,0.0853519820835594,-3.66250749209992,-1.1087740781525,-51.4131193238044,-2.30792441207413
"139","cs_2",59,0.0970290106435274,0.174066588726521,0.728904400629952,0.3553264029782,1.11421663521243,-1.19021353368566,-1.03465923086981,0.121409124704559,-3.57846864709876,-1.20259085942927,-51.3696077060346,-2.20290074116006
"140","cs_2",60,0.277697068858847,0.189535399994156,0.532767531146997,0.361018557240907,1.19205865533871,-1.19329918576619,-1.12582681858555,0.182863052207318,-3.65324335523577,-1.1864862598381,-51.4036407116474,-2.40241915329847
"141","cs_2",61,0.309457295173766,0.421762040096808,0.268780664729425,0.478654335938931,1.17858048097119,-1.12956238875538,-1.18370815157781,0.148159389537927,-3.60999126916856,-1.03296863982528,-51.4194224314315,-2.28538973738559
"142","cs_2",62,0.155746995602642,0.171526897718428,0.67272610667893,0.353580537649615,1.16179425054006,-1.15559697768672,-1.21309247630626,0.201567782741736,-3.55338700844858,-1.20183950203703,-51.3972972135298,-2.27510019184372
"143","cs_2",63,0.422818866240321,0.385605815209086,0.191575318550593,0.47222316609751,1.14759369374005,-1.05549319798983,-1.15904697429157,0.126193424498722,-3.60554693194058,-1.13645049507411,-51.4046868902214,-2.32999131584607
"144","cs_2",64,0.353874896520977,0.318281924859773,0.32784317861925,0.386395240133666,1.08489073267266,-1.12366529031695,-1.15304099402666,0.174443589890525,-3.69052125210353,-1.10254591085651,-51.3316127342976,-2.25773954095536
"145","cs_2",65,0.247180214190994,0.152250448253579,0.600569337555427,0.381435567000457,1.17493906250069,-1.15538472543071,-1.22022369791746,0.126293910946446,-3.57910297607356,-1.09623656522125,-51.3758812405678,-2.3753652198869
"146","cs_2",66,0.199440880930466,0.518424393950464,0.28213472511907,0.393117651759368,1.15057739170023,-1.12393987229347,-1.26820460817766,0.115645851501442,-3.61084253034109,-1.0927188632924,-51.364717073382,-2.2292623926408
"147","cs_2",67,0.165724948390907,0.428689328612846,0.405585722996247,0.47944799656198,1.1681133917267,-1.20755453491945,-1.21734247042663,0.140757082448762,-3.6440292809895,-1.15533091333262,-51.4483843239797,-2.36017886493992
"148","cs_2",68,0.182726955790553,0.356982486809952,0.460290557399495,0.482934345852141,1.0541176545702,-1.19056013091129,-1.15816319485136,0.0920834674115283,-3.61783998202359,-1.18822379869436,-51.3115005592083,-2.38714757970125
"149","cs_2",69,0.47342104858759,0.392962789766068,0.133616161646342,0.400666892792775,1.14245004567783,-1.05670181036143,-1.23928884288296,0.124456068080094,-3.56614186699061,-1.1625373254878,-51.3783731226316,-2.315189026986
"150","cs_2",70,0.176472359743702,0.534895482671497,0.288632157584801,0.44363017135889,1.08073631362677,-1.11494238674784,-1.11854539801366,0.218301569845194,-3.60844273924201,-1.19227936426534,-51.4291557148598,-2.26890681600078
"151","cs_2",71,0.351976766639871,0.231808801610984,0.416214431749145,0.455009949550829,1.15456614851134,-1.18610279789211,-1.16616260575584,0.161741058845025,-3.61136738596897,-1.11582102668261,-51.3708893124173,-2.3095891939346
"152","cs_2",72,0.183873877081923,0.0647399481204763,0.7513861747976,0.4278910074587,1.16462088428348,-1.09544564264657,-1.17629809080708,0.171875451414504,-3.59692184715974,-1.09115671241706,-51.3428199431974,-2.30497518546027
"153","cs_2",73,0.357600333427225,0.359118208716569,0.283281457856206,0.408882784784615,1.18547394962818,-1.14766040514023,-1.14813629611918,0.153637234313458,-3.55220086389288,-1.04081378621369,-51.4555255016047,-2.26035058694351
"154","cs_2",74,0.313492141612217,0.189428868606398,0.497078989781385,0.447112195465039,1.13168617599484,-1.13962685044433,-1.19130528017667,0.0924364017506751,-3.53545341961741,-1.12886874469178,-51.3018362961881,-2.32995588177082
"155","cs_2",75,0.359301726750801,0.368138993473892,0.272559279775307,0.466719557745499,1.15382457895053,-1.14355693875071,-1.06938064606039,0.159263079829439,-3.59880551973807,-1.19091353269805,-51.3942431799486,-2.28130331298442
"156","cs_2",76,0.29586373649984,0.600643041733575,0.103493221766585,0.448138276750438,1.10948776262201,-1.09294275379737,-1.20925248932109,0.113795366663919,-3.61604049985281,-1.0959507206887,-51.3302831056572,-2.25211418604992
"157","cs_2",77,0.134940315217424,0.71144800166784,0.153611683114736,0.493722298627761,1.13899719748572,-1.19887206889423,-1.18152174771384,0.16049169944197,-3.7110323331436,-1.1019365191536,-51.3827285787352,-2.19531135286096
"158","cs_2",78,0.100910520091715,0.0840858404854194,0.815003639422866,0.457092845223138,1.13419081840859,-1.07018745273027,-1.14888867975886,0.111731361778543,-3.57854703965839,-1.15908689863351,-51.402962786918,-2.25303824163438
"159","cs_2",79,0.189620099333386,0.299993415276923,0.51038648538969,0.400719211429435,1.17841855696722,-1.1717014496197,-1.11941090728881,0.127083369902859,-3.64787299754789,-1.22506720903198,-51.478087647021,-2.19127268608806
"160","cs_2",80,0.225083884526533,0.320406481491878,0.454509633981589,0.335469874548906,1.16311495209292,-1.14329470721381,-1.21955656064428,0.110022732663698,-3.59605916865298,-1.10910896906867,-51.441350255619,-2.25435283401991
